certainty,subject,verb,object
1.0,they,been given,significant documents on personnel from Vietnam War
1.0,they,been given,significant new documents on missing military personnel
0.8421217189107396,they,documents on,missing military personnel from Vietnam War
0.8421217189107396,they,new documents on,military personnel
1.0,they,been given,new documents on missing personnel
0.8421217189107396,they,significant new documents on,missing American military personnel from Vietnam War
1.0,they,been given,significant documents on personnel
1.0,they,been given,new documents from Vietnam 's Government
0.8421217189107396,they,documents on,missing military personnel
0.8421217189107396,they,new documents on,personnel from Vietnam War
1.0,Vietnam,from,Government
1.0,they,been given,new documents on American military personnel from Vietnam War
1.0,United States officials,announced at_time,today
1.0,they,been given,significant new documents on missing personnel
1.0,they,been given,new documents on missing American personnel
1.0,they,been given,documents from Vietnam 's Government on missing American personnel from Vietnam War
1.0,they,been given,documents from Vietnam 's Government on military personnel from Vietnam War
1.0,they,been given,significant documents on missing personnel
1.0,they,been given,documents from Vietnam 's Government on missing personnel
1.0,they,been given,significant documents on missing military personnel from Vietnam War
0.8421217189107396,they,new documents on,missing military personnel from Vietnam War
1.0,they,been given,documents from Vietnam 's Government
0.8421217189107396,they,significant new documents on,American personnel
1.0,they,been given,new documents on American personnel from Vietnam War
1.0,they,been given,significant documents from Vietnam 's Government on American military personnel
0.8421217189107396,they,new documents on,American military personnel from Vietnam War
1.0,they,been given,new documents on missing American personnel from Vietnam War
0.8421217189107396,they,new documents on,personnel
1.0,they,been given,documents on missing American military personnel from Vietnam War
1.0,they,been given,new documents from Vietnam 's Government on missing personnel from Vietnam War
1.0,they,been given,new documents from Vietnam 's Government on military personnel
1.0,they,been given,significant documents from Vietnam 's Government on missing military personnel
0.8421217189107396,they,significant new documents on,personnel
0.8421217189107396,they,documents on,missing personnel
0.8421217189107396,they,documents on,military personnel
0.8421217189107396,they,new documents on,military personnel from Vietnam War
1.0,they,been given,significant new documents from Vietnam 's Government on missing American military personnel from Vietnam War
1.0,they,been given,new documents from Vietnam 's Government on American military personnel from Vietnam War
1.0,they,been given,documents on missing personnel
1.0,they,been given,significant documents from Vietnam 's Government on missing American personnel from Vietnam War
0.8421217189107396,they,significant documents on,missing American personnel
1.0,they,been given,documents from Vietnam 's Government on missing military personnel
0.8421217189107396,they,significant documents on,American personnel
1.0,they,been given,significant new documents from Vietnam 's Government on missing American personnel
1.0,they,been given,new documents from Vietnam 's Government on missing American personnel from Vietnam War
1.0,they,been given,new documents from Vietnam 's Government on personnel from Vietnam War
1.0,they,been given,significant documents from Vietnam 's Government on personnel
1.0,they,been given,documents on missing military personnel
1.0,they,been given,significant new documents from Vietnam 's Government on military personnel from Vietnam War
1.0,they,been given,new documents on missing American military personnel from Vietnam War
1.0,they,been given,significant new documents on military personnel
1.0,they,been given,documents on American personnel from Vietnam War
1.0,they,been given,new documents
0.8421217189107396,they,documents from,Vietnam 's Government
1.0,they,been given,new documents from Vietnam 's Government on American personnel
1.0,they,been given,new documents on personnel from Vietnam War
0.8421217189107396,they,new documents on,missing American personnel
1.0,they,been given,significant new documents from Vietnam 's Government on personnel from Vietnam War
0.8421217189107396,they,significant new documents on,missing American personnel
0.8421217189107396,they,significant new documents on,missing personnel
0.8421217189107396,they,significant new documents on,military personnel from Vietnam War
1.0,they,been given,significant new documents from Vietnam 's Government
1.0,they,been given,significant new documents on American personnel
0.8421217189107396,they,documents on,personnel from Vietnam War
1.0,they,been given,significant documents from Vietnam 's Government on missing personnel
1.0,they,been given,significant new documents from Vietnam 's Government on missing military personnel from Vietnam War
0.8421217189107396,they,documents on,missing American military personnel
0.8421217189107396,they,significant new documents on,missing American personnel from Vietnam War
1.0,they,been given,new documents on missing personnel from Vietnam War
0.8421217189107396,they,documents on,American personnel from Vietnam War
0.8421217189107396,they,significant documents on,missing American military personnel
1.0,they,been given,significant documents from Vietnam 's Government on military personnel
0.8421217189107396,they,new documents on,missing American personnel from Vietnam War
0.8421217189107396,they,documents on,American military personnel from Vietnam War
1.0,they,been given,significant documents
1.0,they,been given,significant new documents on missing American personnel from Vietnam War
1.0,they,been given,significant documents from Vietnam 's Government on American personnel
0.8421217189107396,they,significant documents on,personnel from Vietnam War
1.0,they,been given,significant documents from Vietnam 's Government on military personnel from Vietnam War
1.0,they,been given,significant documents on missing American military personnel
1.0,they,been given,significant new documents on military personnel from Vietnam War
1.0,they,been given,documents from Vietnam 's Government on American personnel from Vietnam War
1.0,they,been given,significant new documents from Vietnam 's Government on personnel
1.0,they,been given,documents on missing personnel from Vietnam War
1.0,they,been given,documents on missing American personnel
1.0,they,been given,significant documents on military personnel
0.8421217189107396,they,significant documents on,American personnel from Vietnam War
1.0,they,been given,significant new documents from Vietnam 's Government on American military personnel
0.8421217189107396,they,significant new documents on,American military personnel
1.0,they,been given,documents on missing military personnel from Vietnam War
1.0,they,been given,significant documents on missing American personnel
1.0,they,been given,significant new documents from Vietnam 's Government on missing personnel from Vietnam War
0.8421217189107396,they,new documents from,Vietnam 's Government
1.0,they,been given,documents from Vietnam 's Government on missing American personnel
1.0,they,been given,documents from Vietnam 's Government on missing American military personnel from Vietnam War
0.8421217189107396,they,documents on,American military personnel
1.0,they,been given,new documents from Vietnam 's Government on military personnel from Vietnam War
0.8421217189107396,they,significant documents from,Vietnam 's Government
1.0,they,been given,significant new documents on American military personnel from Vietnam War
0.8421217189107396,they,new documents on,American military personnel
1.0,they,been given,documents on military personnel from Vietnam War
1.0,they,been given,documents from Vietnam 's Government on American military personnel from Vietnam War
0.8421217189107396,they,significant documents on,missing American military personnel from Vietnam War
1.0,they,been given,documents from Vietnam 's Government on missing military personnel from Vietnam War
1.0,they,been given,new documents on missing American military personnel
0.8421217189107396,they,documents on,personnel
0.8421217189107396,they,significant documents on,military personnel
1.0,they,been given,significant new documents on missing American military personnel
1.0,they,been given,significant new documents on American personnel from Vietnam War
1.0,they,been given,new documents from Vietnam 's Government on missing personnel
1.0,they,been given,documents from Vietnam 's Government on missing personnel from Vietnam War
0.8421217189107396,they,significant documents on,missing military personnel
0.8421217189107396,they,significant documents on,missing personnel from Vietnam War
1.0,they,been given,significant new documents from Vietnam 's Government on missing military personnel
1.0,they,been given,documents
1.0,they,been given,significant new documents from Vietnam 's Government on missing American military personnel
1.0,they,been given,significant documents from Vietnam 's Government on American military personnel from Vietnam War
1.0,they,been given,significant documents on missing personnel from Vietnam War
0.8421217189107396,they,significant new documents on,missing military personnel
0.8421217189107396,they,significant new documents on,missing military personnel from Vietnam War
0.8421217189107396,they,new documents on,American personnel from Vietnam War
0.8421217189107396,they,significant documents on,missing American personnel from Vietnam War
0.8421217189107396,they,significant new documents on,American military personnel from Vietnam War
1.0,they,been given,documents from Vietnam 's Government on personnel from Vietnam War
1.0,they,been given,documents on personnel
1.0,they,been given,new documents from Vietnam 's Government on missing American military personnel from Vietnam War
1.0,they,been given,new documents on missing military personnel
1.0,they,been given,significant documents from Vietnam 's Government on personnel from Vietnam War
0.8421217189107396,they,new documents on,missing American military personnel
1.0,they,been given,significant documents on American personnel
1.0,they,been given,new documents on missing military personnel from Vietnam War
1.0,they,been given,significant documents on missing American personnel from Vietnam War
1.0,they,been given,significant documents from Vietnam 's Government
1.0,they,been given,significant documents on American military personnel
1.0,they,been given,documents from Vietnam 's Government on American military personnel
0.8421217189107396,they,new documents on,American personnel
0.8421217189107396,they,new documents on,missing military personnel
1.0,they,been given,documents on military personnel
1.0,they,been given,new documents from Vietnam 's Government on missing military personnel from Vietnam War
1.0,they,been given,significant documents on missing military personnel
1.0,they,been given,significant documents from Vietnam 's Government on missing military personnel from Vietnam War
1.0,they,been given,significant documents on American personnel from Vietnam War
1.0,they,been given,significant new documents on missing American personnel
1.0,they,been given,new documents from Vietnam 's Government on American military personnel
1.0,they,been given,significant new documents on missing personnel from Vietnam War
1.0,they,been given,documents from Vietnam 's Government on military personnel
0.8421217189107396,they,new documents on,missing American military personnel from Vietnam War
0.8421217189107396,they,documents on,missing American personnel from Vietnam War
1.0,they,been given,significant new documents from Vietnam 's Government on military personnel
1.0,they,been given,documents from Vietnam 's Government on missing American military personnel
1.0,they,been given,significant new documents from Vietnam 's Government on American personnel from Vietnam War
1.0,they,been given,new documents on military personnel
1.0,they,been given,new documents on personnel
0.8421217189107396,they,new documents on,missing personnel from Vietnam War
0.8421217189107396,they,documents on,missing American personnel
1.0,they,been given,new documents on American military personnel
1.0,he,praised Hanoi,cooperating in such efforts more than ever before
1.0,he,cooperating ever before in,such efforts
1.0,President Clinton,promised at_time,today
1.0,he,cooperating ever in,such efforts
1.0,he,cooperating more ever in,efforts
1.0,he,praised Hanoi,cooperating more than ever before
1.0,Honoring veterans,is in,Memorial Day ceremonies
1.0,he,cooperating more ever before in,such efforts
1.0,he,praised Hanoi,cooperating than ever
1.0,he,cooperating in,such efforts
1.0,he,cooperating more ever before in,efforts
1.0,he,praised Hanoi,cooperating more than ever
1.0,he,praised Hanoi,cooperating in efforts
1.0,he,praised,Hanoi
1.0,he,praised Hanoi,cooperating in efforts than ever
1.0,he,cooperating more ever in,such efforts
1.0,he,praised Hanoi,cooperating in efforts than ever before
1.0,he,cooperating in,efforts
1.0,he,praised Hanoi,cooperating in such efforts
1.0,he,praised Hanoi,cooperating in efforts more than ever
1.0,he,praised Hanoi,cooperating than ever before
1.0,he,praised Hanoi,cooperating in such efforts than ever
1.0,he,cooperating ever in,efforts
1.0,he,praised Hanoi,cooperating in such efforts more than ever
1.0,he,praised Hanoi,cooperating
1.0,he,praised Hanoi,cooperating in efforts more than ever before
1.0,he,cooperating ever before in,efforts
1.0,he,praised Hanoi,cooperating in such efforts than ever before
0.7126490763035318,United States,ties with,its former enemy
1.0,United States,establish ties as,next step
1.0,United States,establish ties as,next step in accounting
1.0,United States,pursuing,economic opportunities
1.0,United States,pursuing,trade
1.0,United States,establish ties as,step
1.0,President 's remarks,comments,his advisers debate
1.0,United States,establish ties as,next step for troops
1.0,United States,establish ties as,step in accounting
1.0,United States,establish,ties
1.0,United States,pursuing,opportunities
0.7126490763035318,United States,full ties with,its former enemy
1.0,United States,establish,full ties with its former enemy
1.0,United States,establish,full diplomatic ties
1.0,United States,establish,full diplomatic ties with its former enemy
1.0,next step,is in,accounting
1.0,United States,establish,diplomatic ties
1.0,President,has,remarks
0.7797954219109494,opportunities,trade in,Southeast Asia
1.0,President 's remarks,conciliatory comments,his advisers debate
1.0,United States,establish ties as,next step in accounting for troops
1.0,United States,establish,diplomatic ties with its former enemy
1.0,full diplomatic ties,is with,its former enemy
1.0,United States,pursuing,trade in Southeast Asia
0.7126490763035318,United States,diplomatic ties with,its former enemy
0.7126490763035318,United States,full diplomatic ties with,its former enemy
1.0,United States,establish,ties with its former enemy
0.7797954219109494,economic opportunities,trade in,Southeast Asia
1.0,United States,establish ties as,step for troops
1.0,United States,establish,full ties
1.0,United States,establish ties as,step in accounting for troops
1.0,trade,is in,Southeast Asia
1.0,gate,is in,Hanoi
1.0,William Hendon,met at_time,today
1.0,William Hendon,met here with,United States officials
1.0,William Hendon,met here at_time,today
1.0,William Hendon,refused,say
1.0,William Hendon,met with,United States officials
1.0,William Hendon,representative from,North Carolina
1.0,William Hendon,Congressman from,North Carolina
1.0,Vietnam,ordered,William Hendon
1.0,Vietnam,ordered William Hendon at_time,today
1.0,THANH,support,his contention
1.0,Republicans,is in,Congress
1.0,Republicans,extending recognition to,Vietnam
1.0,Republicans,bitterly attacked President Clinton at_time,today
1.0,Republicans,extending,diplomatic recognition
1.0,Republicans,attacked President Clinton at_time,today
1.0,Republicans,extending,recognition
1.0,Republicans,attacked,President Clinton
1.0,Republicans,accused,him
1.0,Republicans,extending,full recognition
1.0,Republicans,extending,full diplomatic recognition
1.0,Republicans,bitterly attacked,President Clinton
1.0,Republicans,spoke In,Congressional hearing
1.0,Republicans,spoke,asserting
1.0,Republicans,spoke In,first hearing
1.0,Republicans,spoke with,passion
1.0,Republicans,spoke with,unusual passion
1.0,Clinton,was,unseemly
1.0,President,on,decision on Tuesday establish
1.0,Republicans,spoke In,hearing
1.0,Republicans,spoke In,first Congressional hearing
0.8876548697584,remains,found,belonging to four American servicemen missing in action since Vietnam war
1.0,Military investigators,have identified,remains found
1.0,Military investigators,have identified,human remains
0.8876548697584,human remains,found,belonging to four servicemen missing in action
1.0,Military investigators,have identified,remains
0.8876548697584,human remains,found,belonging to four servicemen missing since Vietnam war
0.8876548697584,remains,found,belonging to four American servicemen
0.8876548697584,remains,found,belonging to four servicemen missing in action since Vietnam war
1.0,investigators,have identified,human remains found in Vietnam
0.8876548697584,remains,found,belonging to four servicemen
0.8876548697584,remains,found,belonging to four American servicemen missing in action
1.0,investigators,have identified,human remains found
1.0,investigators,have identified,remains
1.0,investigators,have identified,remains found
0.8876548697584,human remains,found,belonging
0.8876548697584,human remains,found,belonging to four servicemen missing in action since Vietnam war
1.0,Military investigators,have identified,remains found in Vietnam
0.8876548697584,human remains,found,belonging to four servicemen missing
0.8876548697584,remains,found,belonging to four American servicemen missing
1.0,investigators,have identified,remains found in Vietnam
0.8876548697584,human remains,found,belonging to four American servicemen missing
0.8876548697584,remains,found,belonging to four servicemen missing since Vietnam war
0.8876548697584,remains,found in,Vietnam
0.8876548697584,human remains,found,belonging to four American servicemen missing in action since Vietnam war
0.8876548697584,remains,found,belonging to four servicemen missing
1.0,Military investigators,have identified,human remains found in Vietnam
0.8876548697584,human remains,found,belonging to four American servicemen missing since Vietnam war
0.8876548697584,human remains,found,belonging to four American servicemen missing in action
1.0,Military investigators,have identified,human remains found
0.8876548697584,remains,found,belonging
0.8876548697584,human remains,found,belonging to four American servicemen
0.8876548697584,human remains,found in,Vietnam
0.8876548697584,remains,found,belonging to four American servicemen missing since Vietnam war
0.8876548697584,human remains,found,belonging to four servicemen
0.8876548697584,remains,found,belonging to four servicemen missing in action
1.0,investigators,have identified,human remains
